M,N,K,shape_class
96,128,384,grid
96,128,768,grid
96,129,4,grid
96,129,16,grid
96,129,127,grid
96,129,256,grid
96,129,257,grid
96,129,512,grid
96,129,768,grid
96,129,2048,grid
96,192,4,grid
96,192,8,grid
96,192,16,grid
96,192,32,grid
96,192,128,grid
96,192,129,grid
96,192,257,grid
96,192,1536,grid
96,256,1,grid
96,256,4,grid
96,256,768,grid
96,256,1024,grid
96,256,2048,grid
96,257,1,grid
96,257,4,grid
96,257,16,grid
96,257,32,grid
96,257,128,grid
96,257,192,grid
96,257,256,grid
96,257,257,grid
96,257,512,grid
96,257,1536,grid
96,384,2,grid
96,384,4,grid
96,384,32,grid
96,384,64,grid
96,384,256,grid
96,384,257,grid
96,384,1024,grid
96,512,1,grid
96,512,2,grid
96,512,32,grid
96,512,127,grid
96,512,128,grid
96,512,384,grid
96,512,768,grid
96,512,1024,grid
96,512,1536,grid
96,512,4096,grid
96,768,2,grid
96,768,8,grid
96,768,32,grid
96,768,96,grid
96,768,768,grid
96,1024,1,grid
96,1024,4,grid
96,1024,16,grid
96,1024,96,grid
96,1024,127,grid
96,1024,128,grid
96,1024,129,grid
96,1024,256,grid
96,1024,257,grid
96,1024,384,grid
96,1024,512,grid
96,1024,1024,grid
96,1024,4096,grid
96,1536,4,grid
96,1536,8,grid
96,1536,16,grid
96,1536,96,grid
96,1536,127,grid
96,1536,256,grid
96,1536,384,grid
96,1536,768,grid
96,1536,1024,grid
96,1536,1536,grid
96,1536,4096,grid
96,2048,4,grid
96,2048,96,grid
96,2048,129,grid
96,2048,257,grid
96,2048,768,grid
96,2048,1024,grid
96,2048,2048,grid
96,4096,2,grid
96,4096,4,grid
96,4096,16,grid
96,4096,64,grid
96,4096,96,grid
96,4096,127,grid
96,4096,129,grid
96,4096,192,grid
96,4096,384,grid
96,4096,768,grid
96,4096,1024,grid
96,4096,1536,grid
96,4096,4096,grid
97,18,685,random
97,4472,3,random
97,4698,3,random
98,10,30,random
98,125,2,random
98,1437,574,random
99,1,4,random
99,1,1099,random
100,2,96,random
100,4,2,random
101,4,10,random
101,13,2715,random
101,23,57,random
101,7303,2351,random
102,92,45,random
102,236,9,random
102,6844,6637,random
103,735,4,random
103,1173,11,random
104,3,88,random
104,112,289,random
105,5534,5447,random
105,6598,1827,random
106,240,7,random
107,3,1,random
107,57,82,random
107,437,8,random
108,771,1,random
108,6277,1,random
108,6790,605,random
109,352,23,random
110,215,35,random
111,27,2387,random
111,43,1205,random
113,7,37,random
113,10,3,random
114,7,2,random
114,1603,25,random
115,2,2474,random
115,153,449,random
115,1772,82,random
117,19,543,random
117,1228,138,random
118,21,6746,random
119,452,28,random
120,24,7,random
122,1,50,random
122,2,39,random
122,85,3,random
124,10,5,random
127,1,1,grid
127,1,4,grid
127,1,8,grid
127,1,32,grid
127,1,64,grid
127,1,96,grid
127,1,129,grid
127,1,257,grid
127,1,512,grid
127,1,1536,grid
127,1,2048,grid
127,2,1,grid
127,2,2,grid
127,2,4,grid
127,2,8,grid
127,2,16,grid
127,2,127,grid
127,2,192,grid
127,2,256,grid
127,2,384,grid
127,2,768,grid
127,2,1024,grid
127,4,4,grid
127,4,8,grid
127,4,16,grid
127,4,256,grid
127,4,4096,grid
127,8,4,grid
127,8,8,grid
127,8,16,grid
127,8,32,grid
127,8,96,grid
127,8,129,grid
127,8,257,grid
127,8,768,grid
127,8,1024,grid
127,8,2048,grid
127,16,16,grid
127,16,128,grid
127,16,129,grid
127,16,192,grid
127,16,384,grid
127,16,512,grid
127,16,1024,grid
127,16,2048,grid
127,32,2,grid
127,32,4,grid
127,32,96,grid
127,32,128,grid
127,32,129,grid
127,32,192,grid
127,32,768,grid
127,32,1024,grid
127,64,8,grid
127,64,16,grid
127,64,32,grid
127,64,64,grid
127,64,96,grid
127,64,128,grid
127,64,384,grid
127,64,1024,grid
127,64,4096,grid
127,96,1,grid
127,96,2,grid
127,96,16,grid
127,96,64,grid
127,96,96,grid
127,96,127,grid
127,96,192,grid
127,96,256,grid
127,96,257,grid
127,96,384,grid
127,96,768,grid
127,96,1536,grid
127,96,2048,grid
127,127,2,grid
127,127,4,grid
127,127,16,grid
127,127,64,grid
127,127,127,grid
127,127,128,grid
127,127,129,grid
127,127,384,grid
127,127,1024,grid
127,127,4096,grid
127,128,2,grid
127,128,8,grid
127,128,16,grid
127,128,32,grid
127,128,64,grid
127,128,128,grid
127,128,129,grid
127,128,192,grid
127,128,256,grid
127,128,257,grid
127,128,768,grid
127,128,1536,grid
127,129,2,grid
127,129,4,grid
127,129,16,grid
127,129,32,grid
127,129,64,grid
127,129,192,grid
127,129,257,grid
127,129,768,grid
127,129,1024,grid
127,129,1536,grid
127,129,2048,grid
127,129,4096,grid
127,148,7492,random
127,192,1,grid
127,192,2,grid
127,192,4,grid
127,192,128,grid
127,192,129,grid
127,192,192,grid
127,192,1024,grid
127,192,1536,grid
127,192,2048,grid
127,192,4096,grid
127,256,1,grid
127,256,4,grid
127,256,16,grid
127,256,64,grid
127,256,128,grid
127,256,512,grid
127,256,1024,grid
127,256,2048,grid
127,256,4096,grid
127,257,1,grid
127,257,2,grid
127,257,4,grid
127,257,32,grid
127,257,64,grid
127,257,129,grid
127,257,256,grid
127,257,257,grid
127,257,384,grid
127,257,512,grid
127,257,768,grid
127,257,1024,grid
127,257,1536,grid
127,257,2048,grid
127,257,4096,grid
127,384,8,grid
127,384,32,grid
127,384,64,grid
127,384,127,grid
127,384,256,grid
127,384,384,grid
127,384,512,grid
127,384,1024,grid
127,384,2048,grid
127,512,4,grid
127,512,8,grid
127,512,16,grid
127,512,64,grid
127,512,96,grid
127,512,128,grid
127,512,192,grid
127,512,257,grid
127,512,512,grid
127,512,768,grid
127,512,1536,grid
127,512,2048,grid
127,512,4096,grid
127,768,4,grid
127,768,32,grid
127,768,64,grid
127,768,96,grid
127,768,257,grid
127,768,384,grid
127,768,512,grid
127,768,768,grid
127,768,4096,grid
127,1024,4,grid
127,1024,16,grid
127,1024,32,grid
127,1024,64,grid
127,1024,96,grid
127,1024,127,grid
127,1024,128,grid
127,1024,129,grid
127,1024,256,grid
127,1024,512,grid
127,1024,768,grid
127,1024,1024,grid
127,1536,1,grid
127,1536,2,grid
127,1536,4,grid
127,1536,16,grid
127,1536,64,grid
127,1536,127,grid
127,1536,384,grid
127,1536,768,grid
127,1536,1024,grid
127,1536,1536,grid
127,1536,2048,grid
127,1536,4096,grid
127,2048,4,grid
127,2048,16,grid
127,2048,64,grid
127,2048,96,grid
127,2048,127,grid
127,2048,128,grid
127,2048,1024,grid
127,2048,2048,grid
127,4096,1,grid
127,4096,2,grid
127,4096,32,grid
127,4096,64,grid
127,4096,96,grid
127,4096,128,grid
127,4096,129,grid
127,4096,512,grid
127,4096,768,grid
127,4096,1024,grid
127,4096,4096,grid
128,1,4,grid
128,1,16,grid
128,1,32,grid
128,1,127,grid
128,1,128,grid
128,1,384,grid
128,1,512,grid
128,1,768,grid
128,1,1536,grid
128,1,2048,grid
128,1,4096,grid
128,2,1,grid
128,2,8,grid
128,2,32,grid
128,2,96,grid
128,2,129,grid
128,2,192,grid
128,2,256,grid
128,2,384,grid
128,2,512,grid
128,2,768,grid
128,2,2048,grid
128,2,4096,grid
128,4,1,grid
128,4,2,grid
128,4,64,grid
128,4,257,grid
128,4,1024,grid
128,4,1536,grid
128,4,2048,grid
128,4,4096,grid
128,8,1,grid
128,8,2,grid
128,8,4,grid
128,8,8,grid
128,8,64,grid
128,8,192,grid
128,8,256,grid
128,8,384,grid
128,8,768,grid
128,8,1024,grid
128,8,2048,grid
128,8,4096,grid
128,16,32,grid
128,16,127,grid
128,16,192,grid
128,16,256,grid
128,16,384,grid
128,16,1536,grid
128,32,64,grid
128,32,96,grid
128,32,127,grid
128,32,129,grid
128,32,257,grid
128,32,384,grid
128,32,768,grid
128,32,1024,grid
128,64,2,grid
128,64,4,grid
128,64,127,grid
128,64,129,grid
128,64,256,grid
128,64,257,grid
128,64,768,grid
128,64,2048,grid
128,96,2,grid
128,96,4,grid
128,96,8,grid
128,96,32,grid
128,96,96,grid
128,96,192,grid
128,96,1536,grid
128,96,4096,grid
128,127,1,grid
128,127,2,grid
128,127,64,grid
128,127,96,grid
128,127,127,grid
128,127,128,grid
128,127,192,grid
128,127,256,grid
128,127,257,grid
128,127,384,grid
128,127,512,grid
128,127,768,grid
128,127,1536,grid
128,127,4096,grid
128,128,8,grid
128,128,32,grid
128,128,127,grid
128,128,192,grid
128,128,256,deepK
128,128,257,deepK
128,128,264,deepK
128,128,289,deepK
128,128,320,deepK
128,128,352,deepK
128,128,383,deepK
128,128,384,grid
128,128,512,grid
128,128,513,deepK
128,128,520,deepK
128,128,545,deepK
128,128,576,deepK
128,128,608,deepK
128,128,639,deepK
128,128,1024,deepK
128,128,1025,deepK
128,128,1032,deepK
128,128,1057,deepK
128,128,1088,deepK
128,128,1120,deepK
128,128,1151,deepK
128,128,2048,grid
128,128,2049,deepK
128,128,2056,deepK
128,128,2081,deepK
128,128,2112,deepK
128,128,2144,deepK
128,128,2175,deepK
128,128,4096,grid
128,128,4097,deepK
128,128,4104,deepK
128,128,4129,deepK
128,128,4160,deepK
128,128,4192,deepK
128,128,4223,deepK
128,128,8192,deepK
128,128,8193,deepK
128,128,8200,deepK
128,128,8225,deepK
128,128,8256,deepK
128,128,8288,deepK
128,128,8319,deepK
128,129,1,grid
128,129,2,grid
128,129,16,grid
128,129,64,grid
128,129,96,grid
128,129,128,grid
128,129,129,grid
128,129,192,grid
128,129,256,grid
128,129,384,grid
128,129,512,grid
128,129,768,grid
128,129,1024,grid
128,129,1536,grid
128,129,4096,grid
128,192,4,grid
128,192,8,grid
128,192,64,grid
128,192,127,grid
128,192,128,grid
128,192,129,grid
128,192,192,grid
128,192,257,grid
128,192,512,grid
128,192,768,grid
128,256,1,grid
128,256,64,wide_output
128,256,128,grid
128,256,129,grid
128,256,192,grid
128,256,257,grid
128,256,384,grid
128,256,512,grid
128,256,1024,grid
128,256,1536,grid
128,256,2048,grid
128,257,1,grid
128,257,2,grid
128,257,4,grid
128,257,8,grid
128,257,16,grid
128,257,32,grid
128,257,64,grid
128,257,128,fat
128,257,257,grid
128,257,512,grid
128,257,768,grid
128,257,1024,grid
128,257,1536,grid
128,257,2048,grid
128,257,4096,grid
128,264,64,wide_output
128,264,128,fat
128,289,64,wide_output
128,289,128,fat
128,320,64,wide_output
128,320,128,fat
128,352,64,wide_output
128,352,128,fat
128,383,64,wide_output
128,383,128,fat
128,384,1,grid
128,384,2,grid
128,384,4,grid
128,384,32,grid
128,384,64,grid
128,384,96,grid
128,384,127,grid
128,384,128,grid
128,384,4096,grid
128,512,1,grid
128,512,2,grid
128,512,4,grid
128,512,64,grid
128,512,96,grid
128,512,128,grid
128,512,129,grid
128,512,192,grid
128,512,256,grid
128,512,512,grid
128,512,1024,grid
128,512,1536,grid
128,512,2048,grid
128,513,64,wide_output
128,513,128,fat
128,520,64,wide_output
128,520,128,fat
128,545,64,wide_output
128,545,128,fat
128,576,64,wide_output
128,576,128,fat
128,608,64,wide_output
128,608,128,fat
128,639,64,wide_output
128,639,128,fat
128,768,1,grid
128,768,2,grid
128,768,16,grid
128,768,192,grid
128,768,256,grid
128,768,257,grid
128,768,384,grid
128,768,768,grid
128,768,2048,grid
128,1024,16,grid
128,1024,64,wide_output
128,1024,127,grid
128,1024,128,grid
128,1024,256,grid
128,1024,1536,grid
128,1024,2048,grid
128,1024,4096,grid
128,1025,64,wide_output
128,1025,128,fat
128,1032,64,wide_output
128,1032,128,fat
128,1057,64,wide_output
128,1057,128,fat
128,1088,64,wide_output
128,1088,128,fat
128,1120,64,wide_output
128,1120,128,fat
128,1151,64,wide_output
128,1151,128,fat
128,1536,2,grid
128,1536,16,grid
128,1536,32,grid
128,1536,64,grid
128,1536,127,grid
128,1536,128,grid
128,1536,129,grid
128,1536,384,grid
128,1536,1536,grid
128,1536,2048,grid
128,1536,4096,grid
128,2048,1,grid
128,2048,4,grid
128,2048,8,grid
128,2048,16,grid
128,2048,32,grid
128,2048,64,grid
128,2048,127,grid
128,2048,128,grid
128,2048,129,grid
128,2048,384,grid
128,2048,512,grid
128,2048,768,grid
128,2048,1536,grid
128,2048,2048,grid
128,2048,4096,grid
128,2049,64,wide_output
128,2049,128,fat
128,2056,64,wide_output
128,2056,128,fat
128,2081,64,wide_output
128,2081,128,fat
128,2112,64,wide_output
128,2112,128,fat
128,2144,64,wide_output
128,2144,128,fat
128,2175,64,wide_output
128,2175,128,fat
128,4096,2,grid
128,4096,8,grid
128,4096,16,grid
128,4096,64,grid
128,4096,96,grid
128,4096,127,grid
128,4096,128,grid
128,4096,129,grid
128,4096,257,grid
128,4096,384,grid
128,4096,512,grid
128,4096,1024,grid
128,4096,2048,grid
128,4097,64,wide_output
128,4097,128,fat
128,4104,64,wide_output
128,4104,128,fat
128,4129,64,wide_output
128,4129,128,fat
128,4160,64,wide_output
128,4160,128,fat
128,4192,64,wide_output
128,4192,128,fat
128,4223,64,wide_output
128,4223,128,fat
128,8192,64,wide_output
128,8192,128,fat
128,8193,64,wide_output
128,8193,128,fat
128,8200,64,wide_output
128,8200,128,fat
128,8225,64,wide_output
128,8225,128,fat
128,8256,64,wide_output
128,8256,128,fat
128,8288,64,wide_output
128,8288,128,fat
128,8319,64,wide_output
128,8319,128,fat
129,1,1,grid
129,1,2,grid
129,1,4,grid
129,1,128,grid
129,1,129,grid
129,1,257,grid
129,1,1024,grid
129,1,1536,grid
129,2,1,grid
129,2,2,grid
129,2,8,grid
129,2,96,grid
129,2,127,grid
129,2,128,grid
129,2,129,grid
129,2,256,grid
129,2,257,grid
129,2,384,grid
129,2,768,grid
129,2,1536,grid
129,2,4096,grid
129,4,2,grid
129,4,16,grid
129,4,32,grid
129,4,192,grid
129,4,256,grid
129,4,768,grid
129,4,1024,grid
129,4,2048,grid
129,4,4096,grid
129,8,1,grid
129,8,2,grid
129,8,32,grid
129,8,64,grid
129,8,192,grid
129,8,384,grid
129,8,1536,grid
129,8,4096,grid
129,16,1,grid
129,16,4,grid
129,16,8,grid
129,16,64,grid
129,16,127,grid
129,16,128,grid
129,16,129,grid
129,16,256,grid
129,16,257,grid
129,16,384,grid
129,16,768,grid
129,16,2048,grid
129,32,1,grid
129,32,4,grid
129,32,8,grid
129,32,16,grid
129,32,64,grid
129,32,96,grid
129,32,128,grid
129,32,512,grid
129,32,1024,grid
129,64,1,grid
129,64,4,grid
129,64,8,grid
129,64,32,grid
129,64,64,grid
129,64,96,grid
129,64,127,grid
129,64,128,grid
129,64,257,grid
129,64,512,grid
129,64,1024,grid
129,64,1536,grid
129,96,2,grid
129,96,16,grid
129,96,64,grid
129,96,96,grid
129,96,127,grid
129,96,129,grid
129,96,257,grid
129,96,512,grid
129,96,768,grid
129,96,1024,grid
129,96,1536,grid
129,127,1,grid
129,127,2,grid
129,127,4,grid
129,127,8,grid
129,127,32,grid
129,127,128,grid
129,127,192,grid
129,127,256,grid
129,127,257,grid
129,127,384,grid
129,127,768,grid
129,127,2048,grid
129,127,4096,grid
129,128,8,grid
129,128,128,grid
129,128,256,grid
129,128,384,grid
129,128,512,grid
129,128,1536,grid
129,128,2048,grid
129,129,8,grid
129,129,16,grid
129,129,32,grid
129,129,64,grid
129,129,128,grid
129,129,129,grid
129,129,256,grid
129,129,384,grid
129,129,1536,grid
129,192,4,grid
129,192,8,grid
129,192,32,grid
129,192,64,grid
129,192,96,grid
129,192,127,grid
129,192,192,grid
129,192,512,grid
129,192,2048,grid
129,256,4,grid
129,256,96,grid
129,256,127,grid
129,256,129,grid
129,256,256,grid
129,256,512,grid
129,256,768,grid
129,256,2048,grid
129,257,1,grid
129,257,2,grid
129,257,4,grid
129,257,16,grid
129,257,32,grid
129,257,129,grid
129,257,192,grid
129,257,256,grid
129,257,257,grid
129,257,384,grid
129,257,512,grid
129,257,1024,grid
129,257,2048,grid
129,257,4096,grid
129,384,16,grid
129,384,32,grid
129,384,129,grid
129,384,192,grid
129,384,256,grid
129,384,257,grid
129,384,512,grid
129,384,1536,grid
129,512,2,grid
129,512,8,grid
129,512,32,grid
129,512,96,grid
129,512,127,grid
129,512,4096,grid
129,768,4,grid
129,768,16,grid
129,768,127,grid
129,768,192,grid
129,768,384,grid
129,768,512,grid
129,768,1024,grid
129,1024,4,grid
129,1024,16,grid
129,1024,32,grid
129,1024,96,grid
129,1024,127,grid
129,1024,128,grid
129,1024,129,grid
129,1024,192,grid
129,1024,256,grid
129,1024,384,grid
129,1024,512,grid
129,1024,1024,grid
129,1024,1536,grid
129,1024,2048,grid
129,1024,4096,grid
129,1536,127,grid
129,1536,128,grid
129,1536,192,grid
129,1536,512,grid
129,1536,768,grid
129,1536,1024,grid
129,1536,1536,grid
129,1536,2048,grid
129,2048,4,grid
129,2048,64,grid
129,2048,127,grid
129,2048,129,grid
129,2048,192,grid
129,2048,512,grid
129,2048,2048,grid
129,4096,1,grid
129,4096,96,grid
129,4096,192,grid
129,4096,384,grid
129,4096,512,grid
129,4096,768,grid
129,4096,4096,grid
130,3099,570,random
131,4,1,random
131,4,2162,random
131,6,14,random
131,50,56,random
134,1627,22,random
136,2983,1433,random
137,4,7398,random
137,4666,37,random
138,57,265,random
138,3602,9,random
139,39,1,random
139,384,2328,random
141,46,5211,random
143,126,603,random
144,1,42,random
144,582,139,random
145,4,87,random
145,536,34,random
147,287,306,random
148,152,2,random
150,6,1,random
150,11,8,random
152,1,20,random
152,171,410,random
154,4,2308,random
155,28,46,random
155,204,697,random
155,2649,22,random
156,1,798,random
156,54,274,random
156,1299,2,random
156,4938,1,random
158,1,3,random
158,1727,2,random
160,2,25,random
160,2,7695,random
162,1,4372,random
162,3852,4339,random
164,23,1,random
164,262,441,random
164,4089,4592,random
165,210,40,random
167,167,1145,random
168,106,4,random
169,98,17,random
171,7,53,random
171,109,2346,random
176,285,120,random
176,452,1415,random
178,7622,2,random
179,34,28,random
180,230,225,random
182,1,3,random
183,6737,167,random
183,7619,591,random
185,7237,2,random
188,705,106,random
188,1862,8043,random
189,5,9,random
190,10,17,random
190,20,738,random
191,568,1725,random
192,1,1,grid
192,1,4,grid
192,1,32,grid
192,1,64,grid
192,1,96,grid
192,1,127,grid
192,1,128,grid
192,1,129,grid
192,1,256,grid
192,1,768,grid
192,1,1024,grid
192,1,1536,grid
192,1,4096,grid
192,2,4,grid
192,2,127,grid
192,2,129,grid
192,2,256,grid
192,2,384,grid
192,2,1024,grid
192,4,2,grid
192,4,4,grid
192,4,96,grid
192,4,128,grid
192,4,192,grid
192,4,384,grid
192,4,512,grid
192,4,768,grid
192,4,1024,grid
192,4,1536,grid
192,4,4096,grid
192,8,1,grid
192,8,16,grid
192,8,32,grid
192,8,64,grid
192,8,129,grid
192,8,192,grid
192,8,257,grid
192,8,512,grid
192,8,768,grid
192,8,1024,grid
192,8,2048,grid
192,8,4096,grid
192,16,1,grid
192,16,16,grid
192,16,32,grid
192,16,64,grid
192,16,129,grid
192,16,256,grid
192,16,257,grid
192,16,512,grid
192,16,768,grid
192,16,1024,grid
192,32,1,grid
192,32,2,grid
192,32,4,grid
192,32,16,grid
192,32,32,grid
192,32,64,grid
192,32,96,grid
192,32,127,grid
192,32,128,grid
192,32,129,grid
192,32,192,grid
192,32,256,grid
192,32,257,grid
192,64,4,grid
192,64,8,grid
192,64,96,grid
192,64,129,grid
192,64,256,grid
192,64,257,grid
192,64,4096,grid
192,96,4,grid
192,96,8,grid
192,96,16,grid
192,96,64,grid
192,96,128,grid
192,96,129,grid
192,96,192,grid
192,96,257,grid
192,96,1536,grid
192,96,4096,grid
192,127,1,grid
192,127,2,grid
192,127,8,grid
192,127,16,grid
192,127,32,grid
192,127,128,grid
192,127,257,grid
192,127,384,grid
192,127,512,grid
192,127,4096,grid
192,128,64,grid
192,128,96,grid
192,128,192,grid
192,128,256,grid
192,128,257,grid
192,128,1024,grid
192,128,1536,grid
192,128,2048,grid
192,128,4096,grid
192,129,4,grid
192,129,8,grid
192,129,32,grid
192,129,64,grid
192,129,128,grid
192,129,256,grid
192,129,1536,grid
192,129,2048,grid
192,129,4096,grid
192,192,4,grid
192,192,8,grid
192,192,16,grid
192,192,32,grid
192,192,129,grid
192,192,192,grid
192,192,384,grid
192,192,1536,grid
192,192,2048,grid
192,256,4,grid
192,256,16,grid
192,256,64,grid
192,256,96,grid
192,256,127,grid
192,256,128,grid
192,256,129,grid
192,256,192,grid
192,256,257,grid
192,256,384,grid
192,256,512,grid
192,256,1024,grid
192,256,1536,grid
192,256,4096,grid
192,257,2,grid
192,257,32,grid
192,257,127,grid
192,257,128,grid
192,257,129,grid
192,257,192,grid
192,257,257,grid
192,257,512,grid
192,257,768,grid
192,384,2,grid
192,384,8,grid
192,384,32,grid
192,384,64,grid
192,384,96,grid
192,384,128,grid
192,384,129,grid
192,384,192,grid
192,384,256,grid
192,384,257,grid
192,384,384,grid
192,384,512,grid
192,384,768,grid
192,384,1536,grid
192,384,2048,grid
192,512,2,grid
192,512,32,grid
192,512,64,grid
192,512,96,grid
192,512,192,grid
192,512,256,grid
192,512,257,grid
192,512,384,grid
192,512,2048,grid
192,768,2,grid
192,768,8,grid
192,768,16,grid
192,768,64,grid
192,768,96,grid
192,768,129,grid
192,768,256,grid
192,768,257,grid
192,768,384,grid
192,768,512,grid
192,768,768,grid
192,768,1024,grid
192,768,4096,grid
192,1024,1,grid
192,1024,8,grid
192,1024,64,grid
192,1024,128,grid
192,1024,129,grid
192,1024,257,grid
192,1024,768,grid
192,1536,1,grid
192,1536,2,grid
192,1536,4,grid
192,1536,16,grid
192,1536,32,grid
192,1536,64,grid
192,1536,96,grid
192,1536,129,grid
192,1536,192,grid
192,1536,384,grid
192,1536,768,grid
192,1536,1024,grid
192,1536,1536,grid
192,1536,4096,grid
192,2048,1,grid
192,2048,2,grid
192,2048,4,grid
192,2048,64,grid
192,2048,128,grid
192,2048,512,grid
192,2048,1024,grid
192,2048,1536,grid
192,2048,4096,grid
192,3579,94,random
192,4096,1,grid
192,4096,4,grid
192,4096,16,grid
192,4096,32,grid
192,4096,128,grid
192,4096,129,grid
192,4096,192,grid
192,4096,512,grid
192,4096,768,grid
192,4096,1024,grid
192,4096,1536,grid
192,4096,2048,grid
192,4096,4096,grid
194,455,45,random
195,1,3,random
195,73,457,random
196,2,155,random
196,324,1,random
196,562,1269,random
196,2630,41,random
197,2,33,random
197,79,109,random
197,224,69,random
197,658,464,random
202,19,77,random
202,66,10,random
203,312,76,random
204,7905,13,random
207,41,12,random
208,2595,2550,random
210,2,3,random
210,12,1910,random
212,379,198,random
214,1,1260,random
216,2,160,random
216,32,179,random
217,1191,43,random
219,268,62,random
220,1703,77,random
221,37,156,random
223,4728,95,random
225,1864,5,random
228,13,102,random
229,1,22,random
229,199,55,random
239,1,4656,random
240,2633,52,random
242,3,10,random
243,2,1,random
243,7,21,random
246,249,574,random
246,3741,6063,random
247,72,8,random
250,138,379,random
250,363,8,random
250,371,73,random
251,1123,2351,random
255,59,58,random
256,1,1,tall
256,1,4,grid
256,1,16,grid
256,1,64,grid
256,1,127,grid
256,1,257,grid
256,1,384,grid
256,1,1024,grid
256,1,1536,grid
256,1,4096,grid
256,2,1,grid
256,2,4,grid
256,2,64,grid
256,2,96,grid
256,2,128,grid
256,4,1,grid
256,4,8,grid
256,4,127,grid
256,4,129,grid
256,4,192,grid
256,4,257,grid
256,4,384,grid
256,4,768,grid
256,4,1024,grid
256,4,1536,grid
256,4,2048,grid
256,8,1,grid
256,8,2,grid
256,8,8,grid
256,8,16,grid
256,8,32,grid
256,8,96,grid
256,8,128,grid
256,8,256,grid
256,8,257,grid
256,8,768,grid
256,8,1024,grid
256,8,2048,grid
256,8,4096,grid
256,16,1,grid
256,16,2,grid
256,16,16,grid
256,16,127,grid
256,16,256,grid
256,16,384,grid
256,16,1536,grid
256,32,1,grid
256,32,16,grid
256,32,96,grid
256,32,127,grid
256,32,128,grid
256,32,192,grid
256,32,1024,grid
256,64,1,grid
256,64,2,grid
256,64,4,grid
256,64,8,grid
256,64,16,grid
256,64,64,tall
256,64,96,grid
256,64,128,grid
256,64,256,grid
256,64,257,grid
256,64,512,grid
256,64,768,grid
256,64,1536,grid
256,96,1,grid
256,96,4,grid
256,96,8,grid
256,96,16,grid
256,96,64,grid
256,96,96,grid
256,96,127,grid
256,96,128,grid
256,96,256,grid
256,96,257,grid
256,96,384,grid
256,96,768,grid
256,96,1536,grid
256,96,2048,grid
256,127,1,grid
256,127,16,grid
256,127,96,grid
256,127,128,grid
256,127,129,grid
256,127,256,grid
256,127,257,grid
256,127,384,grid
256,127,512,grid
256,127,768,grid
256,127,1536,grid
256,127,2048,grid
256,128,4,grid
256,128,16,grid
256,128,32,grid
256,128,64,grid
256,128,128,grid
256,128,129,grid
256,128,192,grid
256,128,256,grid
256,128,768,grid
256,128,1024,grid
256,128,2048,grid
256,129,1,grid
256,129,8,grid
256,129,16,grid
256,129,128,grid
256,129,129,grid
256,129,192,grid
256,129,256,grid
256,129,257,grid
256,129,384,grid
256,129,512,grid
256,129,768,grid
256,129,1536,grid
256,192,1,grid
256,192,4,grid
256,192,8,grid
256,192,96,grid
256,192,127,grid
256,192,128,grid
256,192,192,grid
256,192,256,grid
256,192,257,grid
256,192,384,grid
256,192,1024,grid
256,192,4096,grid
256,256,1,grid
256,256,4,grid
256,256,8,grid
256,256,64,grid
256,256,127,grid
256,256,129,grid
256,256,256,tall
256,256,257,deepK
256,256,264,deepK
256,256,289,deepK
256,256,320,deepK
256,256,352,deepK
256,256,383,deepK
256,256,512,deepK
256,256,513,deepK
256,256,520,deepK
256,256,545,deepK
256,256,576,deepK
256,256,608,deepK
256,256,639,deepK
256,256,1024,deepK
256,256,1025,deepK
256,256,1032,deepK
256,256,1057,deepK
256,256,1088,deepK
256,256,1120,deepK
256,256,1151,deepK
256,256,2048,deepK
256,256,2049,deepK
256,256,2056,deepK
256,256,2081,deepK
256,256,2112,deepK
256,256,2144,deepK
256,256,2175,deepK
256,256,4096,deepK
256,256,4097,deepK
256,256,4104,deepK
256,256,4129,deepK
256,256,4160,deepK
256,256,4192,deepK
256,256,4223,deepK
256,256,8192,deepK
256,256,8193,deepK
256,256,8200,deepK
256,256,8225,deepK
256,256,8256,deepK
256,256,8288,deepK
256,256,8319,deepK
256,257,1,grid
256,257,4,grid
256,257,16,grid
256,257,32,grid
256,257,64,grid
256,257,129,grid
256,257,192,grid
256,257,256,fat
256,257,512,grid
256,257,768,grid
256,257,1024,grid
256,257,2048,grid
256,264,64,wide_output
256,264,256,fat
256,289,64,wide_output
256,289,256,fat
256,320,64,wide_output
256,320,256,fat
256,352,64,wide_output
256,352,256,fat
256,383,64,wide_output
256,383,256,fat
256,384,1,grid
256,384,2,grid
256,384,4,grid
256,384,127,grid
256,384,129,grid
256,384,256,grid
256,384,257,grid
256,384,512,grid
256,384,1024,grid
256,384,4096,grid
256,512,4,grid
256,512,8,grid
256,512,32,grid
256,512,64,grid
256,512,96,grid
256,512,128,grid
256,512,129,grid
256,512,256,fat
256,512,257,grid
256,512,768,grid
256,512,1024,grid
256,512,1536,grid
256,513,64,wide_output
256,513,256,fat
256,520,64,wide_output
256,520,256,fat
256,545,64,wide_output
256,545,256,fat
256,576,64,wide_output
256,576,256,fat
256,608,64,wide_output
256,608,256,fat
256,639,64,wide_output
256,639,256,fat
256,768,4,grid
256,768,16,grid
256,768,64,grid
256,768,127,grid
256,768,128,grid
256,768,257,grid
256,768,384,grid
256,768,512,grid
256,1024,2,grid
256,1024,8,grid
256,1024,16,grid
256,1024,32,grid
256,1024,64,grid
256,1024,96,grid
256,1024,127,grid
256,1024,128,grid
256,1024,256,fat
256,1024,257,grid
256,1024,384,grid
